"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2019,12,124242192,1,11,13804498
2019,5,124236981,0.16,1,13804500
2019,5,124242218,1,11,13808722
2019,5,124242331,0.24,1,13808732
2019,1,124242364,1,11,13808738
2019,12,124242511,1,11,13808758
2019,5,124237174,2.33,1,13808762
2019,5,124242534,1,11,13808765
2019,5,124245441,2.5,1,13808766
2019,5,124237234,0.74,1,13804546
2019,2,124237259,0.1,1,13813242
2019,5,124237324,3,1,13804561
2019,8,124245603,1,11,13813270
2019,5,124242975,1,3,13813279
2019,12,124237451,1,11,13808828
2019,5,124243031,1,11,13808838
2019,5,124237490,1,11,13813289
2019,5,124776307,11.6,1,13901340
2019,5,124776390,1.2,1,13901359
2019,5,124772367,7,1,13886384
2019,5,124780839,19.5,1,13901378
2019,5,124772398,4.6,1,13886389
2019,5,124772460,1,1,13886398
2019,12,124776674,2.4,1,13901430
2019,4,124781014,0.4,1,13901454
2019,12,124772672,1,1,13901469
2019,5,124781038,4,1,13901471
2019,16,124772740,46,9,13901492
2019,16,124781077,6,9,13896203
2019,12,124772777,1,1,13901500
2019,12,124256391,1,11,13805464
2019,1,124256395,1,11,13805465
2019,5,124256434,1,11,13805474
2019,5,124256462,4.89,1,13805486
2019,5,124252968,1,11,13809891
2019,5,124252991,6.48,1,13809900
2019,5,124253022,0.36,1,13814014
2019,5,124253044,1,11,13805507
2019,5,124253054,1,11,13809911
2019,12,124253138,0.8,1,13809936
2019,12,124253148,1,11,13809940
2019,5,124256631,1,11,13805535
2019,12,124256674,0.1,1,13805548
2019,5,124253193,1,11,13809950
2019,5,124253194,0.14,1,13809951
2019,5,124253285,0.41,1,13809977
2019,5,124253397,0.83,1,13810005
2019,5,124253425,1,11,13810011
2019,5,124253440,1,11,13810018
2019,5,124256923,1,11,13810019
2019,5,124253475,1,11,13810028
2019,2,124253535,1,11,13810046
2019,5,124253581,2.09,1,13810054
2019,5,124253584,1.04,1,13810055
2019,5,124253591,0.25,1,13810056
2019,5,124253603,0.1,1,13810059
2019,5,124244150,1,11,13804726
2019,5,124238447,1,1,13809147
2019,4,124246458,1,1,13813446
2019,5,124249907,1,11,13809238
2019,12,124246734,1,1,13809242
2019,16,124246772,1,11,13813514
2019,8,124250048,1,11,13809264
2019,12,124239415,1,11,13813588
2019,5,124239448,1,3,13809345
2019,10,124250709,1,11,13809373
2019,5,124254716,3,1,13805025
2019,12,124250899,1,1,13809413
2019,5,124250955,1,11,13809428
2019,5,124247604,4,1,13813669
2019,5,124251168,1.75,1,13809460
2019,5,124251260,0.5,1,13809473
2019,5,124255063,4.92,1,13805101
2019,5,125197039,3.3,1,14034567
2019,5,125202133,0.1,1,14026085
2019,5,125197058,0.7,1,14034570
2019,1,125197115,0.1,1,14034589
2019,1,125197124,0.2,1,14034591
2019,5,125197177,2,1,14034605
2019,5,125197213,0.3,1,14034617
2019,5,125197248,0.4,1,14034627
2019,5,125192441,0.8,1,14030528
2019,5,125197287,18.8,1,14034645
2019,5,125202261,1.7,1,14026120
2019,1,125197437,0.2,1,14034696
2019,8,125197038,2,9,14034566
2019,1,125197106,0.1,1,14034585
2019,12,125197170,0.7,1,14034602
2019,5,125197252,0.5,1,14034630
2019,5,125197255,0.3,1,14034632
2019,12,125192433,2.8,1,14030523
2019,16,125202262,2,9,14026121
2019,5,125197320,0.3,1,14034657
2019,5,125202280,4.7,1,14026128
2019,2,125197346,0.2,1,14034665
2019,5,125202299,0.6,1,14026137
2019,12,125197360,0.33,5,14034669
2019,5,125197384,7.2,1,14034676
2019,15,125197414,16.5,9,14034687
2019,5,125197430,0.2,1,14034693
2019,5,125202350,121.7,1,14026152
2019,5,125197488,2.8,1,14034707
2019,5,125202376,1.1,1,14026159
2019,16,125197563,10,9,14034729
2019,12,125197575,0.01,1,14034731
2019,12,125197594,0.8,1,14034736
2019,12,125192357,0.4,1,14030494
2019,12,125192379,2.5,1,14030501
2019,12,125202203,0.9,1,14026102
2019,12,125197226,0.03,1,14034622
2019,5,125197233,1.5,1,14026107
2019,5,125197267,2,1,14034636
2019,5,125197313,1.1,1,14034653
2019,5,125202268,9,1,14030533
2019,5,125197342,2,1,14034664
2019,5,125197390,1.9,1,14034679
2019,12,125192317,3,9,14030479
2019,5,125197171,0.5,1,14034603
2019,12,125197190,0.5,1,14034611
2019,5,125197246,0.4,1,14030515
2019,5,125197306,5.5,1,14034649
2019,5,125197354,120,1,14034667
2019,16,125197395,29,9,14034681
2019,5,125197402,1,1,14034684
2019,12,124779078,0.1,1,13901920
2019,5,124779313,16.6,1,13896397
2019,4,124784662,2,1,13901975
2019,5,124784824,1,1,13901987
2019,1,124785433,0.5,1,13886788
2019,5,124783167,0.2,1,13886803
2019,1,124790265,1,1,13896485
2019,12,124774233,1,1,13886716
2019,5,125197037,2.1,1,14034565
2019,5,125192349,20.4,1,14034586
2019,12,125197172,0.001,1,14030502
2019,5,125197179,0.4,1,14034606
2019,5,125197198,2.9,1,14034613
2019,5,125202195,1.5,1,14026100
2019,5,125197068,1.8,1,14034574
2019,12,125197194,15.6,1,14030503
2019,15,125197219,3,9,14034621
2019,12,125197242,0.9,1,14034626
2019,15,125202225,2,9,14026113
2019,5,125197532,0.7,1,14034721
2019,15,125197543,2,9,14034724
2019,5,125202415,2,1,14026171
2019,15,125197597,14,9,14034737
2019,12,125197621,0.09,1,14034744
2019,12,125197703,0.5,1,14026187
2019,5,125202483,0.9,1,14026193
2019,1,125197725,0.1,1,14034771
2019,5,125197411,4.1,1,14034685
2019,5,125197427,0.6,1,14034691
2019,5,125197438,4,1,14034697
2019,12,125197463,1.3,1,14034701
2019,11,125197469,1,9,14034703
2019,5,125197474,3.1,1,14034704
2019,17,125197483,2,1,14034706
2019,5,125197517,12.5,1,14034716
2019,5,125197524,1.7,1,14034718
2019,5,125197107,2.2,1,14034587
2019,1,125197214,0.3,1,14034618
2019,1,125197254,0.4,1,14034631
2019,5,125197261,5,1,14034634
2019,5,125192453,1.3,1,14030529
2019,15,125197325,1,9,14034659
2019,5,125197387,0.3,1,14034678
2019,12,125197479,0.8,1,14034705
2019,5,125197504,0.8,1,14034713
2019,15,125197510,13,9,14034714
2019,5,125197534,0.9,1,14026164
2019,5,125197682,9.5,1,14034761
2019,5,125197699,4.8,1,14034767
2019,12,124775653,1,1,13901207
2019,5,124775787,1,1,13896085
2019,5,124775932,2.3,1,13901264
2019,5,124772167,14.5,1,13886345
2019,5,124776080,4,1,13901300
2019,5,124780701,1,1,13896127
2019,12,124776219,0.5,1,13901327
2019,12,124780742,50.4,1,13896135
2019,16,124776289,15,9,13901338
2019,13,124780775,3,9,13896146
2019,5,124776319,1,1,13901343
2019,16,124776333,1,11,13901349
2019,8,124772355,10,9,13886381
2019,5,124776460,3.5,1,13896162
2019,5,124776463,1,1,13901388
2019,12,124780862,24.5,1,13896163
2019,5,124776486,1,1,13886392
2019,16,124780875,3.5,9,13896166
2019,5,124776555,240,1,13901414
2019,12,124772471,0.3,1,13901417
2019,5,124772568,1.7,1,13886411
2019,5,124776725,1.9,1,13901439
2019,12,124772594,1,1,13896186
2019,5,124776765,3.8,1,13901445
2019,5,124781010,5,1,13896188
2019,16,124772621,2,9,13886425
2019,12,124776787,0.01,1,13901451
2019,5,124781022,1.4,1,13886431
2019,5,124776859,1,11,13901465
2019,5,124781026,5.4,1,13896192
2019,12,124772693,0.5,1,13886439
2019,2,124776911,1.4,1,13901481
2019,5,124777022,7,1,13901507
2019,12,124777042,1,1,13886455
2019,2,124772801,1,11,13886456
2019,5,124777083,0.5,1,13901527
2019,12,124777095,0.6,1,13901531
2019,12,124777175,5,1,13901550
2019,5,124777187,1,1,13901552
2019,16,124777280,1,11,13901570
2019,11,124777290,4,9,13901574
2019,12,124777300,1,11,13901576
2019,5,124777320,3,1,13901580
2019,12,124772915,2.3,1,13886483
2019,5,124777341,0.5,1,13901584
2019,8,124787550,19,9,13886936
2019,16,124777358,2,9,13886488
2019,12,124781247,0.9,1,13901591
2019,5,124772942,2,1,13886490
2019,5,124781261,39.4,1,13896243
2019,5,124777422,29,1,13901606
2019,16,124777430,1,9,13901609
2019,5,124777474,4.6,1,13896252
2019,5,124777525,3.7,1,13901634
2019,8,124777526,0.2,9,13901635
2019,5,124777611,1.7,1,13901652
2019,5,124773040,0.1,1,13886520
2019,4,124781366,2.6,1,13896268
2019,5,124777644,2.6,1,13901659
2019,4,124777648,1.6,1,13901660
2019,12,124781380,0.5,1,13896271
2019,5,124777660,19.2,1,13896273
2019,1,124777700,2.4,1,13901667
2019,12,124777709,0.1,1,13901668
2019,12,124773083,0.9,1,13886531
2019,5,124777732,1,1,13901678
2019,5,124781467,2,1,13901686
2019,12,124777797,1.93,1,13901689
2019,16,124777829,50,9,13901694
2019,5,124777866,1,1,13901702
2019,5,124777877,2.7,1,13901703
2019,5,124777886,2.04,1,13901706
2019,5,124773155,14.4,1,13901709
2019,5,124777911,0.7,1,13901711
2019,5,124781551,5,1,13896296
2019,5,124777955,0.8,1,13901722
2019,5,124777981,0.9,1,13901730
2019,5,124777993,3.1,1,13901735
2019,5,124778001,2.3,1,13901737
2019,5,124778003,0.7,1,13901738
2019,4,124773216,0.4,1,13886559
2019,5,124778076,0.3,1,13901748
2019,5,124778097,4.7,1,13901754
2019,5,124778099,15.4,1,13901756
2019,16,124778140,11,9,13901762
2019,5,124778149,12.9,1,13901764
2019,12,124778156,21.3,1,13901767
2019,16,124778164,1,9,13901770
2019,15,124778172,3,9,13901775
2019,5,124778176,0.3,1,13901777
2019,12,124778188,1.1,1,13901780
2019,5,124778197,1,1,13901783
2019,12,124781736,0.47,1,13896337
2019,4,124778214,1.7,1,13901786
2019,5,124778218,0.8,1,13901788
2019,5,124778221,0.5,1,13901789
2019,12,124778245,1.7,1,13901791
2019,12,124781785,0.7,1,13896345
2019,5,124778319,1.6,1,13901801
2019,5,124778366,0.4,1,13901804
2019,5,124778372,3.4,1,13901805
2019,12,124778388,2.4,1,13901811
2019,5,124781873,0.7,1,13896359
2019,5,124778432,2.4,1,13901817
2019,5,124778483,2.7,1,13901829
2019,12,124778514,0.1,1,13901831
2019,12,124773416,4,1,13886601
2019,16,124778525,2,9,13901833
2019,5,124778534,1.1,1,13901835
2019,5,124778664,4,1,13901848
2019,5,124778673,4.5,1,13901851
2019,5,124778677,14.33,1,13901852
2019,4,124778742,0.7,1,13901860
2019,5,124778763,4,1,13901862
2019,5,124778769,3.4,1,13901864
2019,12,124778782,2.4,1,13901867
2019,4,124778803,0.01,1,13901872
2019,15,124773568,8,9,13886630
2019,5,124778861,4,1,13901880
2019,12,124778867,0.2,1,13901882
2019,8,124778890,9,9,13901884
2019,4,124773596,0.3,1,13901885
2019,12,125354702,1.3,1,14058668
2019,5,125202182,0.5,1,14026096
2019,1,125197182,0.1,1,14034608
2019,12,125197249,0.5,1,14030517
2019,5,125197270,1.1,1,14034637
2019,5,125197309,5.7,1,14034651
2019,12,125202266,1,1,14026123
2019,5,125197340,2.7,1,14034663
2019,5,125197104,0.3,1,14034583
2019,12,125197153,3.9,1,14034598
2019,12,125197207,2,9,14034615
2019,5,125202130,1,1,14026083
2019,5,125197066,0.7,1,14034573
2019,5,125197072,5.1,1,14034576
2019,12,125202154,1.2,1,14026094
2019,5,125202166,6.1,1,14034590
2019,17,125197134,36,9,14034595
2019,5,125197156,3.8,1,14034599
2019,5,125197187,3.9,1,14034610
2019,1,125197191,0.2,1,14034612
2019,1,125197202,0.1,1,14034614
2019,12,125202232,0.2,1,14034635
2019,5,125197272,2.3,1,14034639
2019,5,125197314,3.3,1,14034654
2019,12,125202305,1.9,1,14034670
2019,5,125197365,0.1,1,14034672
2019,5,125197378,0.9,1,14034675
2019,12,125197391,5,9,14034680
2019,15,125197422,141,9,14034689
2019,5,125197496,0.1,1,14034710
2019,5,125197526,9,1,14034719
2019,5,125197535,114.3,1,14034723
2019,16,125197546,1,9,14034725
2019,5,125197567,0.5,1,14034730
2019,5,125197600,5.2,1,14034738
2019,12,125197653,0.8,1,14034752
2019,1,125197674,0.4,1,14034756
2019,15,125350372,1,9,14064242
2019,12,125354707,1.9,1,14058669
2019,12,125354749,1,1,14058674
2019,12,125354778,0.9,1,14058677
2019,12,125347981,2.4,1,14054813
2019,5,125354798,1.6,1,14058682
2019,17,125348014,9,9,14058684
2019,8,125354815,1.5,9,14054818
2019,12,125350782,0.2,1,14064277
2019,16,125348074,78,9,14054826
2019,12,125350849,0.001,1,14064281
2019,11,125350485,26,9,14064246
2019,12,124253217,1,11,13809961
2019,1,124253266,1,11,13809972
2019,5,124256838,0.43,1,13805593
2019,5,124253379,5.28,1,13809997
2019,5,124256856,5.01,1,13805598
2019,5,124253391,1,11,13810004
2019,12,124253401,0.24,1,13810006
2019,5,124249276,1,11,13810022
2019,5,124253497,0.1,1,13810034
2019,2,124253511,16.65,1,13810040
2019,5,124253547,1,11,13810047
2019,5,124253576,3.14,1,13810053
2019,5,124253622,1.13,1,13810062
2019,1,124257050,1,11,13805647
2019,12,124257073,1,11,13805653
2019,5,124253715,1,11,13810084
2019,5,124253733,0.21,1,13810088
2019,5,124253769,1,11,13810094
2019,5,124253789,1.89,1,13810100
2019,5,124257206,1,11,13805690
2019,12,124253860,1,11,13810113
2019,5,124253869,1,11,13810114
2019,5,124253891,0.19,1,13810121
2019,12,124253899,1,11,13810123
2019,5,124253905,0.49,1,13805704
2019,5,124254020,0.43,1,13810155
2019,5,124254042,1.58,1,13810161
2019,5,124257360,1,11,13805722
2019,5,124259595,0.56,1,13814157
2019,5,124254046,1,11,13810162
2019,12,124254061,1,11,13810165
2019,5,124254075,1,11,13810168
2019,5,124241751,1,11,13804468
2019,12,124245164,1,11,13813199
2019,12,124236897,1,11,13804488
2019,12,124245345,0.1,1,13813217
2019,5,124242588,0.11,1,13808770
2019,12,124242620,0.17,1,13808774
2019,1,124242650,1.28,1,13804548
2019,12,124243066,1,11,13804595
2019,12,124245728,1,11,13804602
2019,5,124245732,0.12,1,13813298
2019,5,124243226,18.62,1,13813299
2019,5,124243237,1,1,13813301
2019,5,124237740,0.72,1,13808928
2019,8,124243518,1,11,13808931
2019,5,124237808,0.52,1,13804642
2019,10,124243781,1,11,13808988
2019,5,124243815,20,1,13808995
2019,5,124243828,119,1,13808998
2019,5,124243875,1,1,13809010
2019,5,124246051,13,1,13813343
2019,5,124246165,33,1,13813366
2019,5,124244103,3.08,1,13809065
2019,16,124246182,1,11,13809073
2019,15,124244153,1,11,13804727
2019,5,124238253,1,11,13804734
2019,1,124238324,1.5,1,13804754
2019,12,124246340,10,1,13809131
2019,5,124244426,1,11,13813428
2019,9,124238502,1,9,13809162
2019,5,124244506,1.13,1,13813445
2019,4,124244521,0.5,1,13804807
2019,4,124249618,1,3,13809195
2019,2,124246561,1,11,13813467
2019,5,124246570,1.79,1,13813469
2019,10,124249709,1,11,13809216
2019,5,124249908,0.29,1,13809239
2019,4,124239016,1,11,13813529
2019,5,124250062,13,1,13809265
2019,5,124247110,1,1,13813580
2019,5,124247159,0.45,1,13809324
2019,5,124247185,5.62,1,13804974
2019,12,124254740,1,11,13805031
2019,5,124247451,1,11,13813630
2019,8,124254812,1,11,13809420
2019,5,124247541,1,11,13813652
2019,12,124254895,0.85,1,13813659
2019,12,124247574,1,1,13813664
2019,5,124247615,1,11,13813671
2019,2,124254959,1,11,13805081
2019,5,124247671,1,11,13813686
2019,5,124255051,2.6,1,13805100
2019,16,124247737,1,11,13813696
2019,4,124782143,0.5,1,13896394
2019,4,124779237,1,1,13901942
2019,5,124782408,1,1,13896411
2019,5,124782957,1.6,1,13896455
2019,4,124785395,1,9,13886784
2019,5,124779118,5,4,13901924
2019,13,124782185,21,9,13896399
2019,4,124789672,1.6,1,13896421
2019,5,124782808,2.2,1,13902003
2019,8,124785454,1,11,13896469
2019,5,124783129,0.55,1,13896475
2019,8,124783336,3,9,13896497
2019,5,124786099,4,1,13902092
2019,1,124786107,1,1,13886839
2019,12,124790758,0.4,1,13902117
2019,12,124783868,0.001,1,13896554
2019,12,124783885,1.2,1,13896557
2019,5,124791233,2,1,13886894
2019,12,124784412,28.8,1,13896610
2019,5,124784450,1,11,13886899
2019,8,124787368,0.8,1,13886922
2019,5,124787478,2,1,13902227
2019,12,124792041,10.5,1,13886953
2019,11,124795231,5,1,13896675
2019,5,124787701,0.5,1,13902249
2019,16,124795482,1,11,13886974
2019,5,124792500,11.4,1,13886986
2019,10,124792623,1,7,13886997
2019,12,124795721,1,1,13896714
2019,5,124795767,4,1,13896719
2019,5,124795816,0.5,1,13896720
2019,5,124795955,4,1,13902273
2019,16,124788073,1,9,13902274
2019,16,124781909,1,11,13896368
2019,12,124781918,1.4,1,13896372
2019,2,124781965,0.2,1,13896377
2019,16,124779141,4,9,13901928
2019,5,124782596,2,1,13896429
2019,8,124782613,1,9,13896432
2019,15,124789931,20,1,13896447
2019,4,124782950,20,1,13896454
2019,5,124790073,10.3,1,13902033
2019,5,124785827,2,3,13902068
2019,5,124245035,1,3,13813183
2019,5,124779426,1,1,13886734
2019,5,124782357,909.184,1,13886738
2019,5,124782981,0.1,1,13896457
2019,8,124790100,3,9,13886793
2019,12,124785512,2,1,13902040
2019,5,124790488,2.2,1,13886829
2019,1,124786046,1,1,13896515
2019,4,124790668,11,9,13886846
2019,5,124783915,2,1,13896563
2019,12,124784325,15.1,1,13896601
2019,5,124786894,1.3,1,13902173
2019,5,124786918,0.2,1,13896605
2019,12,124784374,0.1,1,13896607
2019,4,124791579,1,1,13896633
2019,5,124791657,36,1,13886921
2019,5,124795138,21.1,1,13896668
2019,5,124792101,1,1,13886955
2019,5,124795536,6,1,13886980
2019,5,124936484,12,1,13962743
2019,5,124940494,0.25,1,13967676
2019,17,124945608,4,1,13957714
2019,5,124936651,1,1,13962785
2019,5,124936659,2.6,1,13962791
2019,12,124936788,0.5,1,13962821
2019,5,124940872,2.79,1,13967762
2019,5,124936841,4.45,1,13962831
2019,5,124936897,2.54,1,13962839
2019,5,124936916,7.11,1,13962842
2019,2,124941028,0.5,1,13967788
2019,5,124937172,22,1,13962878
2019,17,124941368,10,1,13967858
2019,5,124940461,1,11,13962741
2019,12,124945479,0.5,1,13957669
2019,5,124940730,1,9,13967731
2019,5,124940835,1,1,13967752
2019,12,124782045,1,2,13896385
2019,8,124784586,1,9,13901968
2019,1,124782504,0.5,1,13896422
2019,13,124784796,1,9,13901983
2019,15,124784843,6,9,13901990
2019,5,124789837,0.2,1,13886767
2019,12,124789885,0.4,1,13886773
2019,2,111885372,0.5,1,10597825
2019,2,111880153,0.9,1,10590010
2019,5,124782409,1,1,13896412
2019,12,124771945,1,1,13886285
2019,7,124772032,1,11,13886301
2019,5,124772087,1,1,13886321
2019,5,124772106,1,1,13901271
2019,5,124772176,3,1,13886347
2019,5,124776094,2.9,1,13901303
2019,5,124772237,1.5,1,13901314
2019,5,124772251,2,1,13886357
2019,5,124772288,1,1,13886368
2019,5,124776310,2.57,1,13901341
2019,16,124772323,5,9,13886373
2019,16,124776405,2,9,13901365
2019,5,124780893,2,3,13886397
2019,5,124776805,5,1,13901457
2019,5,124772821,0.5,1,13901524
2019,5,124777093,1.5,1,13901530
2019,2,124778988,0.1,1,13901899
2019,12,124774243,2,9,13896381
2019,5,124774356,0.2,3,13901943
2019,5,124782149,6.9,1,13896395
2019,5,124774386,2,1,13896396
2019,4,124774505,4,1,13886737
2019,5,124779515,1,1,13901960
2019,5,124780393,1,1,13896054
2019,5,124775566,1,1,13901201
2019,5,124780446,3,1,13896068
2019,5,124771937,20,1,13886284
2019,5,124775798,1,1,13901238
2019,12,124775807,0.7,1,13901240
2019,5,124772015,1,1,13886295
2019,5,124772049,2.8,1,13886310
2019,12,124780578,1,1,13896098
2019,5,124772102,1,1,13886324
2019,5,124772113,1,1,13886329
2019,12,124772158,0.4,1,13886342
2019,5,124772273,3,1,13886362
2019,5,124780751,1,1,13886366
2019,5,124780802,1.62,1,13896151
2019,12,124772344,0.1,1,13886378
2019,12,124772352,5.5,1,13886380
2019,16,124776404,1,9,13901364
2019,5,124776469,1.2,1,13901391
2019,2,124776487,0.95,1,13901399
2019,2,124776491,1,11,13901401
2019,12,124772428,1,1,13896165
2019,16,124780886,1,9,13896168
2019,5,124772515,1,1,13901428
2019,16,124776692,1,11,13901432
2019,5,124772633,26.5,1,13901455
2019,5,124772658,34,1,13886432
2019,16,124781030,2,9,13896193
2019,5,124781085,1,1,13901505
2019,12,124772836,0.7,1,13886461
2019,5,124777163,1,1,13896211
2019,5,124781217,213,3,13896230
2019,5,124777364,5,3,13901592
2019,5,124772984,0.37,1,13901620
2019,5,124777476,1.5,1,13896253
2019,5,124781317,17.4,3,13896257
2019,5,124777531,1,11,13901637
2019,5,124777550,0.81,1,13901642
2019,5,124773059,11.9,1,13886527
2019,12,124773085,0.4,1,13886533
2019,5,124773126,4.8,1,13901692
2019,5,124773137,2.4,1,13901699
2019,5,124781509,3.62,1,13886540
2019,5,124773143,1.4,1,13886542
2019,5,124773144,12.8,1,13886543
2019,5,124773152,1.79,1,13886546
2019,5,124773185,4,1,13886554
2019,5,124781606,1.6,1,13896307
2019,16,124773204,27,9,13886556
2019,5,124773425,0.2,1,13886603
2019,12,124773456,10.6,1,13886608
2019,5,124773466,1,1,13886611
2019,5,124773472,3,1,13886615
2019,5,124773452,0.9,1,13886605
2019,12,124773479,0.6,1,13886617
2019,5,124773496,2,1,13901858
2019,5,124773502,0.1,1,13886620
2019,12,124773538,4.3,1,13886622
2019,9,124773546,1,9,13886624
2019,5,124773549,5.2,1,13901875
2019,5,124773550,0.5,1,13886626
2019,12,124773586,1.8,1,13886632
2019,5,124773622,1,1,13886633
2019,16,124773636,4.1,1,13886636
2019,5,124773654,5,1,13886641
2019,5,124773698,1,1,13886644
2019,10,124773715,1,7,13886646
2019,5,124773729,1,3,13886647
2019,5,124773737,0.3,1,13886648
2019,2,124773756,2,1,13886649
2019,1,124773759,6,1,13886650
2019,16,124773762,1,11,13886651
2019,8,124773777,2,9,13886653
2019,5,124773836,2,1,13886657
2019,5,124773841,1,1,13886659
2019,2,124773864,1,1,13886663
2019,5,124773873,1.5,1,13886664
2019,5,124773878,1,1,13886665
2019,5,124773888,2.9,1,13886666
2019,5,124773896,1.5,1,13886667
2019,5,124773905,2,1,13886668
2019,5,124773942,1,11,13886671
2019,5,124773945,0.8,1,13886672
2019,5,124773946,6,1,13886673
2019,5,124773947,1,11,13886674
2019,5,124773948,19.4,1,13886675
2019,5,124773963,1.1,3,13886676
2019,5,124774005,15,1,13886677
2019,5,124774009,3,1,13886678
2019,5,124774011,1,1,13886679
2019,5,124774033,1.5,1,13886680
2019,5,124774055,0.5,1,13886681
2019,12,124774063,1,1,13886682
2019,5,124774066,4,1,13886683
2019,5,124774069,1,1,13886684
2019,5,124774070,2,1,13886685
2019,5,124790202,3,1,13902046
2019,5,124785781,61.4,1,13886811
2019,5,124790479,1.1,1,13896507
2019,2,124783504,31,1,13902083
2019,5,124786060,34,1,13896518
2019,4,124786085,0.1,1,13902089
2019,1,124786149,1,1,13902096
2019,5,124786216,25,1,13902106
2019,4,124786234,1,1,13902109
2019,5,124790696,5,1,13886849
2019,1,124783727,13.4,1,13886850
2019,5,124786301,26,1,13896537
2019,12,124783773,1,11,13886854
2019,17,124786325,,,13896542
2019,12,124790741,0.3,1,13886855
2019,13,124786343,1,1,13902114
2019,5,124786346,1,1,13902116
2019,8,124783844,12,9,13896551
2019,8,124783884,6,6,13896556
2019,12,124783903,48.2,1,13902130
2019,2,124790904,0.1,1,13902133
2019,5,124783956,6,1,13896572
2019,5,124786644,1,1,13902147
2019,2,124786662,1.7,1,13902152
2019,5,124784063,4.3,1,13902153
2019,5,124784112,1,1,13896583
2019,4,124791078,5,1,13902156
2019,17,124786786,,,13886878
2019,17,124791128,,,13886880
2019,12,124791129,3,1,13886881
2019,5,124784220,1,11,13902161
2019,12,124791164,66.08,1,13886885
2019,5,124784240,10.4,1,13902163
2019,5,124791232,5,1,13886893
2019,12,124784344,1,1,13902174
2019,5,124786957,0.5,2,13902179
2019,5,124791327,6,1,13896617
2019,12,124784504,0.2,1,13886903
2019,5,124784550,1,1,13896620
2019,12,124791423,4.1,1,13886905
2019,5,124791466,4.7,1,13896626
2019,5,124787172,26.3,1,13902197
2019,13,124794806,1,9,13896636
2019,12,124794834,1.3,1,13902211
2019,12,124791652,0.1,1,13886920
2019,12,124787376,0.6,1,13902216
2019,16,124787381,1,9,13886925
2019,5,124794883,,,13896641
2019,5,124791694,4.5,1,13896642
2019,5,124791706,1,1,13902221
2019,12,124774072,1,1,13886686
2019,2,124774076,0.1,1,13886687
2019,5,124774254,17,1,13886718
2019,5,124779284,6.01,1,13901944
2019,1,124774388,4,1,13886728
2019,5,124774423,2,1,13886732
2019,5,124779442,1,3,13901957
2019,5,124789615,6.1,1,13886747
2019,17,124789650,2,9,13886749
2019,8,124789694,51,9,13886755
2019,5,124782606,6.8,1,13901992
2019,1,124784883,6,1,13901993
2019,12,124789903,0.3,1,13886775
2019,5,124785134,3,1,13902006
2019,5,124782852,6.7,1,13886776
2019,5,124782865,1,1,13886777
2019,4,124782990,0.2,1,13902030
2019,1,124785426,0.3,1,13896466
2019,5,124790120,1.4,1,13896470
2019,5,124783114,1,1,13896471
2019,5,124783143,16,1,13896476
2019,5,124790171,4,1,13886798
2019,5,124785554,1.1,1,13886801
2019,4,124785574,4.2,1,13902043
2019,1,124785577,1,1,13902045
2019,5,124785645,6,1,13902053
2019,4,124785668,0.3,1,13902055
2019,12,124783249,1,1,13902059
2019,5,124790274,3,1,13886808
2019,5,124785773,12,1,13896493
2019,12,124783330,0.7,1,13886813
2019,5,124790344,1,1,13896496
2019,5,124783368,14,1,13886820
2019,5,124771852,2.12,3,13886273
2019,12,124775661,1,1,13901209
2019,5,124772019,3,1,13886298
2019,5,124772052,2,1,13886311
2019,15,124772075,1,9,13886317
2019,12,124780619,1,1,13896111
2019,12,124772111,1,1,13886328
2019,5,124772138,1.5,1,13901281
2019,5,124780648,3.4,1,13901283
2019,5,124776131,1,1,13901307
2019,5,124772277,1,1,13886365
2019,5,124772380,1,1,13886386
2019,5,124776466,1,1,13901389
2019,12,124772496,0.6,1,13886402
2019,5,124776920,31,1,13901486
2019,5,124776933,2.3,1,13901489
2019,4,124781086,0.51,1,13901506
2019,5,124772843,8.18,1,13901536
2019,16,124772865,1,11,13901546
2019,5,124781175,4.2,1,13896220
2019,5,124777274,1.2,1,13896226
2019,5,124772909,7,1,13901575
2019,5,124777321,0.1,1,13896233
2019,5,124772964,4.5,1,13886497
2019,16,124772969,23,9,13886501
2019,12,124777429,0.5,1,13901607
2019,5,124772980,2,1,13886504
2019,15,124772982,5,9,13896249
2019,12,124781284,1,1,13896251
2019,12,124772992,0.1,1,13886509
2019,5,124781298,2,1,13896254
2019,5,124781338,2.2,1,13896259
2019,12,124777570,0.6,1,13886515
2019,5,124777604,1,1,13896265
2019,12,124773047,3.2,1,13886524
2019,12,124777673,2,1,13901664
2019,16,124773082,1,9,13886530
2019,5,124777722,3.65,1,13901674
2019,2,124777948,0.5,1,13901720
2019,12,124773172,0.1,1,13886553
2019,12,124778057,10,1,13901744
2019,5,124773257,15.3,1,13886571
2019,5,124773282,0.3,1,13886576
2019,5,124773292,2.86,1,13901765
2019,5,124778174,1.8,1,13901776
2019,12,124778266,0.2,1,13901793
2019,5,124773333,0.9,1,13886587
2019,5,124773337,13.5,1,13886589
2019,5,124773341,1,1,13886591
2019,5,124773363,3.4,1,13886595
2019,5,124773364,3.3,1,13896358
2019,16,124778407,49.5,9,13901814
