"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2019,132105103,107675041,49,"C",20,,"F"
2019,132105104,107675041,5,"C",20,,""
2019,132111051,107684405,20,"C",20,,""
2019,132105130,107678994,16,"C",13,,""
2019,132111083,107679013,51,"C",20,,""
2019,132111109,107684457,5,"C",20,,""
2019,132113136,107684459,51,"C",25,,""
2019,132105246,107675180,14,"A",11,,""
2019,132105266,107679041,45,"C",20,,""
2019,132113165,107675216,44,"C",8,,""
2019,132113191,107679068,51,"C",20,,""
2019,132105362,107675289,11,"C",5,,""
2019,132116263,107679111,45,"C",8,,""
2019,132105433,107684586,45,"C",8,,""
2019,133841029,109235040,45,"C",8,,""
2019,148058335,122341175,49,"C",19,1,"F"
2019,148066230,122341175,21,"C",19,,""
2019,148058345,122341184,45,"C",8,,""
2019,148066259,122337324,5,"C",20,,""
2019,136909131,111975187,51,"C",20,,""
2019,136909138,111969609,51,"C",20,,""
2019,136905986,111969621,44,"C",20,,""
2019,136905993,111975213,41,"C",25,,""
2019,136915374,111975226,51,"C",20,,""
2019,136915389,111975236,51,"C",25,,""
2019,148066258,122337324,49,"C",20,,"F"
2019,148058370,122332985,44,"C",20,,""
2019,148066289,122341244,51,"C",11,,""
2019,148063154,122341267,27,"C",20,,""
2019,148066317,122337368,5,"C",20,,""
2019,148066316,122337368,51,"C",20,,""
2019,136915465,111980142,45,"C",20,,""
2019,148063175,122333011,45,"C",5,,""
2019,148058415,122337402,51,"C",20,,""
2019,136915516,111975380,51,"C",20,,""
2019,136916168,111969773,45,"C",20,,""
2019,136915553,111969779,16,"C",13,,""
2019,136915567,111969788,44,"C",20,,""
2019,136916204,111975439,51,"C",20,,""
2019,148063222,122337438,45,"C",24,,""
2019,148063233,122341336,49,"C",20,,"N"
2019,148066385,122341336,5,"C",20,,""
2019,148066395,122341340,45,"C",12,,""
2019,148063244,122341345,51,"C",20,,""
2019,148066402,122333050,5,"C",20,,""
2019,148058462,122337461,21,"C",18,,""
2019,148063268,122341368,49,"C",20,,"N"
2019,148058470,122333066,27,"C",20,,""
2019,148066423,122333068,45,"C",8,,""
2019,148063310,122337502,5,"C",20,,""
2019,148063309,122337502,14,"C",20,,""
2019,148063315,122341408,45,"C",24,,""
2019,148063316,122341409,23,"C",8,,""
2019,148058508,122337507,39,"C",13,,""
2019,148063321,122337507,16,"C",13,,""
2019,148058527,122341426,11,"C",23,,""
2019,148058526,122341426,45,"C",23,,""
2019,148058542,122333136,14,"C",20,,""
2019,148058543,122333136,5,"C",20,,""
2019,148063367,122337530,5,"C",20,,""
2019,148066498,122341453,39,"C",13,,""
2019,148058556,122341453,16,"C",13,,""
2019,148058564,122337545,16,"C",13,,""
2019,148063391,122341465,49,"C",20,,"F"
2019,148058568,122341465,5,"C",20,,""
2019,148063404,122333161,51,"C",20,,""
2019,148063405,122341472,16,"C",18,,""
2019,148066536,122333174,28,"C",20,,""
2019,148066559,122337601,45,"C",20,,""
2019,137546181,112551101,45,"C",10,,""
2019,137546186,112541112,35,"C",20,,""
2019,137556187,112551118,16,"C",20,,""
2019,137556198,112546125,16,"C",20,,""
2019,137551204,112551132,45,"C",20,,""
2019,137551215,112551143,21,"C",18,,""
2019,137551220,112551148,47,"C",20,,""
2019,137551231,112551159,49,"C",20,,"F"
2019,137551235,112551164,16,"C",13,,""
2019,137551238,112551166,23,"C",41,,""
2019,137551240,112551168,51,"C",20,,""
2019,137551242,112551170,27,"C",20,,""
2019,137551243,112551171,21,"C",20,,""
2019,137551248,112551176,27,"C",20,,""
2019,137551251,112551179,5,"C",25,,""
2019,137551255,112551183,51,"C",20,,""
2019,137551257,112551185,45,"C",20,,""
2019,137556244,112546162,14,"C",20,,""
2019,137551265,112551191,5,"C",20,,""
2019,137556248,112546167,5,"C",20,,""
2019,137551272,112551197,51,"C",20,,""
2019,137551274,112551199,41,"C",2,,""
2019,140195931,115278980,46,"C",25,,""
2019,140195932,115278981,45,"C",12,,""
2019,140195933,115278982,23,"C",8,,""
2019,140195934,115278983,23,"C",8,,""
2019,140195935,115278984,49,"C",20,,"N"
2019,140195936,115278984,5,"C",20,,""
2019,140195937,115278985,49,"C",20,,"N"
2019,140195938,115278986,51,"C",20,,""
2019,140195939,115278986,5,"C",20,,""
2019,140195940,115278987,51,"C",20,,""
2019,140195942,115278988,5,"C",20,,""
2019,140195941,115278988,51,"C",13,,""
2019,140195943,115278989,16,"C",13,,""
2019,140195945,115278990,5,"C",20,,""
2019,140195944,115278990,27,"C",20,,""
2019,140195946,115278991,51,"C",20,,""
2019,140195947,115278992,16,"C",20,,""
2019,140195948,115278993,14,"C",20,,""
2019,140195949,115278994,51,"C",22,,""
2019,140195950,115278995,14,"C",20,,""
2019,140195951,115278996,16,"C",20,,""
2019,140195952,115278996,35,"C",20,,""
2019,140195953,115278997,5,"C",20,,""
2019,140195955,115278998,5,"C",20,,""
2019,140195954,115278998,14,"C",20,,""
2019,140195956,115278999,51,"C",25,,""
2019,140195957,115279000,14,"C",20,,""
2019,140195958,115279001,11,"C",2,,""
2019,140195959,115279002,23,"C",8,,""
2019,140195960,115279003,45,"C",20,,""
2019,140195961,115279004,14,"C",18,,""
2019,140195962,115279005,45,"C",25,,""
2019,140195964,115279006,5,"C",8,,""
2019,140195963,115279006,51,"C",8,,""
2019,140195965,115279007,51,"C",20,,""
2019,140195966,115279008,51,"C",21,,""
2019,140195968,115279009,5,"C",20,,""
2019,140195967,115279009,40,"C",20,,""
2019,140195969,115279010,51,"C",13,,""
2019,140195970,115279011,51,"C",20,,""
2019,140195972,115279012,5,"C",20,,""
2019,140195971,115279012,14,"C",20,,""
2019,140195973,115279013,45,"C",20,,""
2019,140195974,115279014,51,"C",20,,""
2019,140195975,115279015,16,"C",13,,""
2019,140195976,115279016,27,"C",20,,""
2019,140195977,115279017,40,"C",13,,""
2019,140195978,115279018,40,"C",13,,""
2019,140195979,115279019,23,"C",24,,""
2019,140195980,115279020,16,"C",13,,""
2019,140195981,115279021,49,"C",20,,"N"
2019,140195982,115279022,5,"C",20,,""
2019,140195983,115279023,56,"C",13,,""
2019,140195984,115279024,27,"C",13,,""
2019,148050362,122330211,45,"C",8,,""
2019,148062020,122330247,5,"C",20,,""
2019,148062031,122332399,45,"C",23,,""
2019,148050439,122330290,45,"C",5,,""
2019,148050469,122336684,51,"C",20,,""
2019,148062140,122332462,14,"C",20,,""
2019,148062150,122336695,51,"C",14,,""
2019,148057801,122330380,16,"C",25,,""
2019,148050520,122336729,49,"C",20,,"N"
2019,148050538,122332501,2,"C",8,,""
2019,148050556,122330428,49,"C",20,,"N"
2019,148062262,122330430,27,"C",20,,""
2019,148057841,122330445,16,"C",13,,""
2019,148062286,122330459,2,"C",8,,""
2019,132121358,107686092,45,"C",24,,""
2019,132121381,107685056,45,"C",8,,""
2019,148057898,122330519,45,"C",20,,""
2019,132113587,107685059,45,"C",5,,""
2019,148062351,122336825,45,"C",18,,""
2019,148057906,122336829,49,"C",20,,"N"
2019,148062375,122330538,45,"C",24,,""
2019,148062405,122336869,49,"C",25,,"F"
2019,148062406,122336869,5,"C",25,,""
2019,148057934,122332611,14,"C",13,,""
2019,148057943,122330581,45,"C",5,,""
2019,148050719,122330589,14,"C",20,,""
2019,132121829,107686532,5,"C",18,,""
2019,132121827,107686532,51,"C",18,,""
2019,132121824,107686532,27,"C",18,,""
2019,132113779,107685284,49,"C",20,,"F"
2019,132121860,107685295,5,"C",20,,""
2019,132121866,107686566,45,"C",24,,""
2019,132121872,107685303,35,"C",13,,""
2019,132121871,107685303,16,"C",13,,""
2019,132117199,107679640,5,"C",20,,""
2019,132121884,107686584,16,"C",20,,""
2019,132117200,107686584,39,"C",20,,""
2019,132121895,107685313,36,"C",20,,""
2019,132117223,107686610,21,"C",20,,""
2019,132121914,107686619,14,"C",20,,""
2019,132113820,107685336,40,"C",20,,""
2019,132121955,107686667,51,"C",25,,""
2019,132121983,107685356,51,"C",20,,""
2019,132117270,107679679,45,"C",12,,""
2019,132121999,107685365,46,"C",25,,""
2019,132122022,107686721,45,"C",12,,""
2019,148062506,122330642,16,"C",13,,""
2019,148062507,122330642,35,"C",13,,""
2019,148057983,122330644,45,"C",20,,""
2019,148062528,122330656,45,"C",20,,""
2019,148057997,122336959,51,"C",20,,""
2019,148062537,122336959,5,"C",20,,""
2019,148050794,122330675,14,"C",20,,""
2019,148062559,122330682,45,"C",8,,""
2019,148058017,122330689,44,"C",20,,""
2019,148062565,122330697,45,"C",2,,""
2019,148062574,122330706,51,"C",25,,""
2019,148050819,122330714,5,"C",18,,""
2019,148050828,122330725,45,"C",20,,""
2019,148058049,122336998,51,"C",20,,""
2019,148050843,122330740,45,"C",20,,""
2019,148058055,122337007,45,"C",20,,""
2019,148062641,122330776,45,"C",8,,""
2019,148058077,122337030,51,"C",20,,""
2019,148062679,122330810,16,"C",13,,""
2019,148058098,122330816,44,"C",20,,""
2019,148050906,122332754,49,"C",20,,"N"
2019,148062704,122330841,49,"C",20,,"N"
2019,148062702,122332772,45,"C",24,,""
2019,132119425,107689485,49,"C",20,,"F"
2019,132119428,107689488,16,"C",11,,""
2019,132125216,107692195,44,"C",20,,""
2019,136915363,111980069,51,"C",20,,""
2019,136915377,111969641,23,"C",8,,""
2019,136915387,111975234,51,"C",20,,""
2019,136906013,111969655,27,"C",20,,""
2019,136915514,111969738,44,"C",20,,""
2019,136915528,111975393,44,"C",20,,""
2019,136916162,111969767,51,"C",20,,""
2019,136916172,111980211,16,"C",7,,""
2019,136915571,111975428,51,"C",20,,""
2019,136915594,111969808,51,"C",25,,""
2019,137551144,112551074,27,"C",20,,""
2019,137546170,112541099,49,"C",20,,"N"
2019,137551181,112551110,51,"C",7,,""
2019,137551194,112546117,27,"C",15,,""
2019,137551200,112551128,44,"C",20,,""
2019,137551206,112551134,16,"C",18,,""
2019,137551219,112551147,49,"C",20,,"N"
2019,148055630,122329042,45,"C",6,,""
2019,148055633,122329045,14,"C",20,,""
2019,148055637,122329047,36,"C",18,,""
2019,148055647,122329054,39,"C",20,,""
2019,148055646,122329054,27,"C",20,,""
2019,148055650,122329057,16,"C",13,,""
2019,148055661,122329066,51,"C",24,,""
2019,148055665,122329071,5,"C",20,,""
2019,148057785,122330357,27,"C",20,,""
2019,148055683,122321042,23,"C",8,,""
2019,132123424,107687960,5,"C",18,,""
2019,132114779,107691209,45,"C",24,,""
2019,132118218,107691220,51,"C",20,,""
2019,148055701,122329097,51,"C",22,,""
2019,148062208,122330392,45,"C",41,,""
2019,148056238,122329104,40,"C",14,,""
2019,148055716,122329111,45,"C",5,,""
2019,148050663,122336848,14,"C",20,,""
2019,148055732,122329124,5,"C",20,,""
2019,148057957,122336906,51,"C",20,,""
2019,148061804,122330049,45,"C",20,,""
2019,148061829,122330073,44,"C",5,,""
2019,148057575,122330083,45,"C",8,,""
2019,148061874,122336494,45,"C",20,,""
2019,148057615,122330138,23,"C",8,,""
2019,148061924,122332333,11,"C",25,,""
2019,148050354,122330198,23,"C",8,,""
2019,132118385,107691355,49,"C",20,,"F"
2019,132118386,107691355,5,"C",20,,""
2019,132118390,107688189,16,"C",13,,""
2019,132118412,107691379,45,"C",20,,""
2019,132118415,107691382,11,"C",20,,""
2019,132118429,107691399,16,"C",13,,""
2019,132118441,107691410,16,"C",20,,""
2019,132118440,107691410,49,"C",20,,"F"
2019,148057687,122330212,21,"C",20,,""
2019,132118466,107691430,51,"C",20,,""
2019,132123813,107688297,45,"C",20,,""
2019,132114986,107691443,51,"C",20,,""
2019,132118493,107691454,45,"C",20,,""
2019,132123836,107691460,45,"C",20,,""
2019,148057698,122330238,16,"C",20,,""
2019,148057699,122330238,35,"C",20,,""
2019,148057701,122330238,39,"C",20,,""
2019,148062036,122330262,45,"C",20,,""
2019,148062065,122330284,11,"C",35,,""
2019,148050450,122336665,45,"C",20,,""
2019,148050451,122336665,39,"C",20,,""
2019,148050513,122336716,49,"C",20,,"F"
2019,148057793,122336716,5,"C",20,,""
2019,148057811,122336738,27,"C",25,,""
2019,148062277,122332529,5,"C",20,,""
2019,148057851,122336780,14,"C",20,,""
2019,148062318,122336799,45,"C",8,,""
2019,148062324,122336802,45,"C",12,,""
2019,148062520,122336947,14,"A",18,,""
2019,148058014,122330688,5,"C",14,,""
2019,148050836,122336990,23,"C",24,,""
2019,148050838,122336997,40,"C",13,,""
2019,148050924,122332760,2,"C",20,,""
2019,148062701,122337066,27,"C",10,,""
2019,148062705,122337066,39,"C",10,,""
2019,148050937,122332776,36,"C",13,,""
2019,148058123,122330853,27,"C",46,,""
2019,148062720,122332781,21,"C",20,,""
2019,137551177,112551106,16,"C",20,,""
2019,137551183,112551112,51,"C",46,,""
2019,137551198,112551127,16,"C",13,,""
2019,137551208,112551136,16,"C",13,,""
2019,137551209,112551136,35,"C",13,,""
2019,137556211,112551138,5,"C",20,,""
2019,137556210,112551138,40,"C",20,,""
2019,137551217,112551145,44,"C",20,,""
2019,137551223,112551152,51,"C",20,,""
2019,137551228,112551156,5,"C",20,,""
2019,137551227,112551156,45,"C",20,,""
2019,137551232,112551160,23,"C",8,,""
2019,137551233,112551161,27,"C",7,,""
2019,137551237,112551165,35,"C",13,,""
2019,137551236,112551165,16,"C",13,,""
2019,137551239,112551167,47,"C",20,,""
2019,137551245,112551173,5,"C",20,,""
2019,137551249,112551177,47,"A",12,,""
2019,137551250,112551178,49,"C",20,,"N"
2019,137551252,112551180,51,"C",20,,""
2019,137551256,112551184,47,"C",7,,""
2019,137551261,112551188,5,"C",20,,""
2019,137551262,112551189,51,"C",13,,""
2019,140195486,115278592,51,"C",20,,""
2019,140195520,115278618,40,"C",20,,""
2019,140202113,115278627,16,"C",13,,""
2019,140195533,115278632,51,"C",13,,""
2019,140195555,115278648,45,"C",8,,""
2019,140195620,115278709,51,"C",20,,""
2019,140195634,115278717,27,"C",13,,""
2019,140195635,115278717,5,"C",13,,""
2019,140195651,115278729,16,"C",13,,""
2019,140195662,115278740,49,"C",20,,"F"
2019,140195663,115278740,5,"C",20,,""
2019,140195680,115278756,5,"C",7,,""
2019,140195685,115278760,27,"C",25,,""
2019,140195705,115278779,45,"C",8,,""
2019,140195718,115278790,45,"C",25,,""
2019,140195739,115278805,46,"C",2,,""
2019,140195800,115278860,51,"C",20,,""
2019,140195818,115278878,5,"C",20,,""
2019,140195820,115278879,44,"C",20,,""
2019,140202195,115283482,40,"C",10,,""
2019,140195828,115278886,51,"C",20,,""
2019,140195832,115278888,5,"C",13,,""
2019,140202212,115283496,51,"C",20,,""
2019,140202214,115278893,49,"C",25,,"N"
2019,140202224,115283506,51,"C",18,,""
2019,140195851,115278910,23,"C",8,,""
2019,140195852,115278911,49,"C",20,,"N"
2019,140195853,115278915,51,"C",20,,""
2019,140195855,115278915,45,"C",20,,""
2019,140195857,115278916,45,"C",8,,""
2019,140195860,115278918,51,"C",20,,""
2019,140202238,115278922,5,"C",20,,""
2019,140202241,115283523,49,"C",20,,"F"
2019,140195867,115278926,45,"C",8,,""
2019,140195869,115278927,49,"C",20,,"F"
2019,140195927,115278976,5,"C",25,,""
2019,140195928,115278977,45,"C",14,,""
2019,140195929,115278978,5,"C",13,,""
2019,140195930,115278979,49,"C",20,,"N"
2019,148053263,122327089,49,"C",20,,"F"
2019,148053264,122327089,5,"C",20,,""
2019,148053294,122327117,49,"C",20,,"N"
2019,148053304,122320140,45,"C",18,,""
2019,148053331,122327152,16,"C",13,,""
2019,148045197,122327152,27,"C",13,,""
2019,148045216,122327173,51,"C",20,,""
2019,148053370,122327192,46,"C",20,,""
2019,148048596,122325054,16,"C",13,,""
2019,148053390,122327213,16,"C",13,,""
2019,148057006,122329419,45,"C",7,,""
2019,148056104,122329438,37,"C",11,,""
2019,148056119,122329449,16,"C",20,,""
2019,148057123,122331833,16,"C",13,,""
2019,148056154,122326010,45,"C",24,,""
2019,148049719,122331885,45,"C",24,,""
2019,148061183,122329488,14,"C",18,,""
2019,136915321,111975183,16,"C",7,,""
2019,136905971,111980038,51,"C",25,,""
2019,136915325,111980039,23,"C",8,,""
2019,136905973,111969608,45,"C",20,,""
2019,136915336,111980047,49,"C",25,,"F"
2019,136915338,111980048,21,"C",20,,""
2019,136915343,111980052,44,"C",25,,""
2019,136915349,111969620,49,"C",20,,"N"
2019,136915355,111980063,45,"C",20,,""
2019,136915353,111969623,14,"C",20,,""
2019,136909154,111975214,51,"C",7,,""
2019,136915371,111969635,51,"C",13,,""
2019,136909163,111975228,5,"C",20,,""
2019,136915386,111975232,27,"C",20,,""
2019,136909185,111969658,45,"C",20,,""
2019,148049734,122329501,45,"C",24,,""
2019,148057200,122329529,51,"C",20,,""
2019,148061255,122329559,45,"C",7,,""
2019,148057272,122329604,40,"C",13,,""
2019,148061324,122331971,14,"A",20,,""
2019,148061337,122329649,28,"C",25,,""
2019,148049893,122329695,16,"C",13,,""
2019,148061463,122329743,45,"C",23,,""
2019,148057350,122332042,45,"C",20,,""
2019,148061525,122329786,51,"C",18,,""
2019,148049991,122336279,5,"C",20,,""
2019,148049990,122336279,49,"C",20,,"F"
2019,148061582,122329856,51,"C",23,,""
2019,148050041,122329866,39,"C",13,,""
2019,148061591,122329866,5,"C",20,,""
2019,148061626,122336326,16,"C",13,,""
2019,148061637,122329899,26,"C",25,,""
2019,148061721,122336392,14,"C",20,,""
2019,148057489,122329981,5,"C",20,,""
2019,148057505,122329997,16,"C",18,,""
2019,136909278,111969749,45,"C",20,,""
2019,136909280,111975388,45,"C",20,,""
2019,136909284,111980185,27,"C",36,,""
2019,136909301,111980199,51,"C",13,,""
2019,136916156,111980199,29,"A",13,,""
2019,136909312,111975418,45,"C",20,,""
2019,136915590,111975440,51,"C",20,,""
2019,136909343,111975445,16,"C",13,,""
2019,148050170,122332212,14,"C",18,,""
2019,148057513,122330009,49,"C",20,,"N"
2019,148061783,122330035,51,"C",20,,""
2019,148057546,122330041,45,"C",20,,""
2019,148061878,122336497,45,"C",20,,""
2019,148061912,122330142,5,"C",18,,""
2019,148050310,122330151,27,"C",20,,""
2019,148057640,122332335,46,"C",20,,""
2019,148061942,122330175,45,"C",7,,""
2019,148050361,122330207,39,"C",13,,""
2019,148050366,122330214,45,"C",24,,""
2019,148050386,122330235,51,"C",7,,""
2019,148050399,122332391,45,"C",24,,""
2019,148057750,122330300,21,"C",14,,""
2019,148057756,122330306,16,"C",18,,""
2019,148057773,122332461,39,"C",13,,""
2019,148050485,122330344,39,"C",20,,""
2019,148062204,122332491,11,"C",25,,""
2019,148050551,122330425,23,"C",24,,""
2019,148050560,122330433,45,"C",2,,""
2019,148062276,122336768,45,"C",20,,""
2019,148062290,122330461,23,"C",8,,""
2019,148050590,122330467,45,"C",18,,""
2019,148057880,122330494,5,"C",20,,""
2019,148050634,122330514,45,"C",7,,""
2019,148049732,122329500,14,"C",18,,""
2019,148058127,122332781,51,"C",20,,""
2019,136909147,111980054,16,"C",20,,""
2019,136915382,111975233,49,"C",20,,"F"
2019,136915391,111975240,16,"C",13,,""
2019,148062724,122337078,45,"C",8,,""
2019,148062735,122337084,27,"C",20,,""
2019,148058147,122332800,45,"C",7,,""
2019,148062746,122330883,51,"C",20,,""
2019,148050975,122337096,45,"C",8,,""
2019,148058158,122330900,45,"C",24,,""
2019,136906134,111969746,44,"C",47,,""
2019,136909304,111969769,16,"C",20,,""
2019,136909322,111975427,51,"C",20,,""
2019,136909336,111969798,27,"C",20,,""
2019,148050987,122330906,5,"C",20,,""
2019,148050995,122337109,51,"C",20,,""
2019,148058181,122330932,27,"C",18,,""
2019,148051005,122330931,23,"C",8,,""
2019,148051018,122330950,45,"C",20,,""
2019,148051021,122330952,45,"C",8,,""
2019,148051025,122337139,51,"C",13,,""
2019,148058200,122337139,45,"C",13,,""
2019,148062813,122330962,14,"C",20,,""
2019,148051043,122330971,44,"C",20,,""
2019,148058211,122337149,27,"C",8,,""
2019,148051052,122330979,14,"A",20,,""
2019,148051055,122330979,5,"C",20,,""
2019,148062835,122332849,45,"C",20,,""
2019,148062838,122330994,39,"C",10,,""
2019,148051069,122337164,45,"C",24,,""
2019,148051068,122332860,45,"C",25,,""
2019,148051080,122337177,45,"C",20,,""
2019,148062875,122332870,14,"C",18,,""
2019,148062881,122331024,45,"C",8,,""
2019,148058250,122331039,45,"C",11,,""
2019,148058252,122332880,51,"C",18,,""
2019,148058258,122331054,45,"C",23,,""
2019,148058274,122337225,2,"C",5,,""
2019,148062937,122331077,44,"C",20,,""
2019,148062945,122337234,23,"C",8,,""
2019,148051154,122332908,51,"C",20,,""
2019,148051155,122332908,5,"C",20,,""
2019,148066176,122332919,5,"C",20,,""
2019,148066174,122332919,51,"C",20,,""
2019,148062996,122341133,23,"C",7,,""
2019,148066187,122332925,45,"C",24,,""
2019,148066205,122332933,45,"C",8,,""
2019,148058326,122332937,56,"C",20,,""
2019,148063026,122341157,46,"C",20,,""
2019,148063039,122337295,45,"C",20,,""
2019,148066221,122341164,45,"C",20,,""
2019,148063046,122341170,45,"C",8,,""
2019,137556160,112551094,16,"C",13,,""
2019,137551180,112551108,16,"C",13,,""
2019,137551202,112551130,45,"C",24,,""
2019,137551174,112551103,16,"C",13,,""
2019,137551160,112551088,51,"C",21,,""
2019,137551159,112551088,27,"C",21,,""
2019,137556180,112551109,16,"C",18,,""
2019,137551182,112551111,16,"C",13,,""
2019,137556199,112546123,51,"C",22,,""
2019,137551213,112551141,40,"C",10,,""
2019,137551216,112551144,16,"C",20,,""
2019,137556221,112551153,51,"C",20,,""
2019,137551229,112551157,21,"C",20,,""
2019,137551241,112551169,27,"C",20,,""
2019,137551244,112551172,51,"C",20,,""
2019,137551246,112551174,45,"C",20,,""
2019,137551247,112551175,45,"C",25,,""
2019,137551253,112551181,51,"C",13,,""
2019,137551254,112551182,51,"C",21,,""
2019,137551259,112551186,39,"C",18,,""
2019,137551258,112551186,27,"C",18,,""
2019,137551260,112551187,16,"C",13,,""
2019,137551264,112551190,16,"C",13,,""
2019,137551266,112551192,11,"C",11,,""
2019,137551268,112551194,27,"C",20,,""
2019,137551269,112551195,45,"C",20,,""
2019,137551270,112551195,5,"C",20,,""
2019,137551271,112551196,51,"C",22,,""
2019,137551273,112551198,51,"C",20,,""
2019,137551275,112551200,45,"C",20,,""
2019,137551276,112551201,16,"C",20,,""
2019,137551277,112551201,35,"C",20,,""
2019,137551278,112551202,51,"C",20,,""
2019,137551279,112551203,44,"C",20,,""
2019,137551280,112551204,51,"C",20,,""
2019,137556267,112546185,45,"C",20,,""
2019,137551281,112551205,23,"C",7,,""
2019,137551282,112551206,45,"C",25,,""
2019,137551283,112551207,49,"C",12,,"F"
2019,137551172,112551100,27,"C",20,,""
2019,137546173,112551092,5,"C",20,,""
2019,137556192,112551122,45,"C",20,,""
2019,137551205,112551133,16,"C",15,,""
2019,137551221,112551149,16,"C",13,,""
2019,137556146,112551082,47,"C",13,,""
2019,137911192,112861119,16,"C",13,,""
2019,137911198,112861125,49,"A",23,,"F"
2019,137906219,112861125,5,"C",23,,""
2019,137906220,112861126,27,"C",13,,""
2019,137906222,112866155,47,"C",25,,""
2019,137911201,112861129,14,"C",33,,""
2019,137911202,112861129,45,"C",33,,""
2019,137911204,112861131,5,"C",20,,""
2019,137911206,112861133,5,"C",20,,""
2019,137911208,112861135,39,"C",13,,""
2019,137911210,112861137,5,"C",20,,""
2019,137911212,112861139,45,"C",20,,""
2019,137911215,112861142,56,"C",20,,""
2019,137911228,112861155,44,"C",20,,""
2019,137911231,112861158,27,"C",20,,""
2019,137911233,112861160,45,"C",20,,""
2019,148769138,122961075,21,"C",13,,""
2019,148769165,122961097,21,"C",20,,""
2019,148769189,122965252,21,"C",25,,""
2019,148773343,122965255,21,"C",20,,""
2019,148777591,122968619,21,"C",20,,""
2019,148773385,122965296,21,"C",20,,""
2019,148773388,122965298,21,"C",20,,""
2019,137911146,112861080,49,"C",8,,"F"
2019,137916146,112861080,5,"C",8,,""
2019,137906159,112866089,23,"C",7,,""
2019,137906170,112861095,45,"C",25,,""
2019,137911160,112866109,45,"C",20,,""
2019,137906180,112866111,5,"C",12,,""
2019,137906184,112861099,35,"C",13,,""
